,length,pos,sent_id,stem,word
828,3,CC,40,and,and
829,6,MD,40,should,should
830,2,VB,40,be,be
831,2,DT,40,no,no
832,8,NN,40,argument,argument
833,1,.,40,.,.
834,5,DT,41,everi,every
835,8,JJ,41,american,american
836,7,NN,41,citizen,citizen
837,4,MD,41,must,must
838,4,VB,41,have,have
839,2,DT,41,an,an
840,5,JJ,41,equal,equal
841,5,NN,41,right,right
842,2,TO,41,to,to
843,4,NN,41,vote,vote
844,1,.,41,.,.
845,5,RB,42,there,there
846,2,VBZ,42,is,is
847,2,DT,42,no,no
848,6,NN,42,reason,reason
849,5,WDT,42,which,which
850,3,MD,42,can,can
851,6,NN,42,excus,excuse
852,3,DT,42,the,the
853,6,NN,42,denial,denial
854,2,IN,42,of,of
855,4,IN,42,that,that
856,5,NN,42,right,right
857,1,.,42,.,.
858,5,RB,43,there,there
859,2,VBZ,43,is,is
860,2,DT,43,no,no
861,4,NN,43,duti,duty
862,5,WDT,43,which,which
863,6,NNS,43,weigh,weighs
864,4,RBR,43,more,more
865,7,RB,43,heavili,heavily
866,2,IN,43,on,on
867,2,PRP,43,us,us
868,4,IN,43,than,than
869,3,DT,43,the,the
870,4,NN,43,duti,duty
871,2,PRP,43,we,we
872,4,VB,43,have,have
873,2,TO,43,to,to
874,6,VB,43,ensur,ensure
875,4,IN,43,that,that
876,5,NN,43,right,right
877,1,.,43,.,.
878,3,RB,44,yet,yet
879,3,DT,44,the,the
880,5,NN,44,harsh,harsh
881,4,NN,44,fact,fact
882,2,VBZ,44,is,is
883,4,IN,44,that,that
884,2,IN,44,in,in
885,4,JJ,44,mani,many
886,6,NNS,44,place,places
887,2,IN,44,in,in
888,4,DT,44,thi,this
889,7,NN,44,countri,country
890,3,NNS,44,men,men
891,3,CC,44,and,and
892,5,NNS,44,women,women
893,3,VBP,44,are,are
894,4,NN,44,kept,kept
895,4,IN,44,from,from
896,6,NN,44,vote,voting
897,6,RB,44,simpli,simply
898,7,IN,44,becaus,because
899,4,PRP,44,they,they
900,3,VBP,44,are,are
901,7,NNS,44,negro,negroes
902,1,.,44,.,.
903,5,DT,45,everi,every
904,6,NN,45,devic,device
905,2,IN,45,of,of
906,5,WDT,45,which,which
907,5,NN,45,human,human
908,9,NN,45,ingenu,ingenuity
909,2,VBZ,45,is,is
910,7,JJ,45,capabl,capable
911,3,VBZ,45,ha,has
912,4,VBN,45,been,been
913,4,VBN,45,use,used
914,2,TO,45,to,to
915,4,NN,45,deni,deny
916,4,DT,45,thi,this
917,5,NN,45,right,right
918,1,.,45,.,.
919,3,DT,46,the,the
920,5,NN,46,negro,negro
921,7,NN,46,citizen,citizen
922,3,MD,46,may,may
923,2,VB,46,go,go
924,2,TO,46,to,to
925,8,NN,46,regist,register
926,4,RB,46,onli,only
927,2,TO,46,to,to
928,2,VB,46,be,be
929,4,NN,46,told,told
930,4,IN,46,that,that
931,3,DT,46,the,the
932,3,NN,46,day,day
933,2,VBZ,46,is,is
934,5,JJ,46,wrong,wrong
935,1,",",46,",",","
936,2,CC,46,or,or
937,3,DT,46,the,the
938,4,NN,46,hour,hour
939,2,VBZ,46,is,is
940,4,RB,46,late,late
941,1,",",46,",",","
942,2,CC,46,or,or
943,3,DT,46,the,the
944,8,NN,46,offici,official
945,2,IN,46,in,in
946,6,NN,46,charg,charge
947,2,VBZ,46,is,is
948,6,NN,46,absent,absent
949,1,.,46,.,.
950,3,CC,47,and,and
951,2,IN,47,if,if
952,2,PRP,47,he,he
953,8,NNS,47,persist,persists
954,1,",",47,",",","
955,3,CC,47,and,and
956,2,IN,47,if,if
957,2,PRP,47,he,he
958,7,NNS,47,manag,manages
959,2,TO,47,to,to
960,7,NN,47,present,present
961,7,PRP,47,himself,himself
962,2,TO,47,to,to
963,3,DT,47,the,the
964,9,NN,47,registrar,registrar
